Id,Requirement,Package,Project,Status,Satisfied by,Refined by,Derived,Traced,Function (FSA),Parent function,Functional block,Allocated block,Product block,Tests touching chain,Verified by
MR - 24,EO/IR False Classification Rate,Mission Derived Requirements,MQ-99 Berserker Functional System Architecture,full,GAP: no Satisfy,Conduct Target Location Tag; Conduct Routine EO/IR Scene Scan,GAP: no DeriveReqt,GAP: no Trace,EO/IR Sensor [Allocate ->]; Conduct Target Location Tag [Refine ->]; Conduct Routine EO/IR Scene Scan [Refine ->],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle [Allocate ->]; EO/IR Sensor,Allocated EO/IR Sensor [Realization <-],Skylock EO/IR Camera System [Realization <-]; SmartEO/IR Pod SX-550 [Realization <-],Berserker System Level Operational Flight Test (calls Activity 'Conduct Routine EO/IR Scene Scan'); Operational Target Damage Assessment Test (Trace -> Activity 'Conduct Routine EO/IR Scene Scan'); Operational Target Damage Assessment Test (Dependency -> Activity 'Conduct Routine EO/IR Scene Scan'); Operational Target Damage Assessment Test (calls Activity 'Conduct Routine EO/IR Scene Scan'); Operational Target Detection Procedure (Dependency -> Activity 'Conduct Routine EO/IR Scene Scan'); Operational Target Detection Procedure (calls Activity 'Conduct Routine EO/IR Scene Scan'),GAP: no Verify
MR - 21,EO/IR Frame Tran. Rate,Mission Derived Requirements,MQ-99 Berserker Functional System Architecture,full,GAP: no Satisfy,Provide Live Video Feed,GAP: no DeriveReqt,GAP: no Trace,EO/IR Sensor [Allocate ->]; Provide Live Video Feed [Refine ->],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle [Allocate ->]; EO/IR Sensor,Allocated EO/IR Sensor [Realization <-],Skylock EO/IR Camera System [Realization <-]; SmartEO/IR Pod SX-550 [Realization <-],Berserker System Level Operational Flight Test (calls Activity 'Provide Live Video Feed'); Operational Target Damage Assessment Test (Trace -> Activity 'Provide Live Video Feed'); Operational Target Damage Assessment Test (calls Activity 'Provide Live Video Feed'); Operational Target Damage Assessment Test (Dependency -> Activity 'Provide Live Video Feed'),GAP: no Verify
MR - 25,Effective IR Resolution Distance,Mission Derived Requirements,MQ-99 Berserker Functional System Architecture,full,GAP: no Satisfy,Conduct Target Location Tag; Conduct Routine EO/IR Scene Scan,GAP: no DeriveReqt,GAP: no Trace,EO/IR Sensor [Allocate ->]; Conduct Target Location Tag [Refine ->]; Conduct Routine EO/IR Scene Scan [Refine ->],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle [Allocate ->]; EO/IR Sensor,Allocated EO/IR Sensor [Realization <-],Skylock EO/IR Camera System [Realization <-]; SmartEO/IR Pod SX-550 [Realization <-],Berserker System Level Operational Flight Test (calls Activity 'Conduct Routine EO/IR Scene Scan'); Operational Target Damage Assessment Test (Trace -> Activity 'Conduct Routine EO/IR Scene Scan'); Operational Target Damage Assessment Test (Dependency -> Activity 'Conduct Routine EO/IR Scene Scan'); Operational Target Damage Assessment Test (calls Activity 'Conduct Routine EO/IR Scene Scan'); Operational Target Detection Procedure (Dependency -> Activity 'Conduct Routine EO/IR Scene Scan'); Operational Target Detection Procedure (calls Activity 'Conduct Routine EO/IR Scene Scan'),GAP: no Verify
MR - 8,Flight Time,Mission Derived Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,Fly UAS Based on Waypoint Data; Manage Fuel Provisions; Loiter,GAP: no DeriveReqt,GAP: no Trace,MQ-99 Berserker Air Vehicle [Allocate ->]; Fly UAS Based on Waypoint Data [Refine ->]; Manage Fuel Provisions [Refine ->]; Loiter [Refine ->],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle [Allocate ->]; MQ-99 Berserker Air Vehicle,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,Berserker System Level Operational Flight Test (calls Activity 'Fly UAS Based on Waypoint Data'); Operational Semi Autonomous Flight Test Procedure (Dependency -> Activity 'Fly UAS Based on Waypoint Data'); Operational Semi Autonomous Flight Test Procedure (calls Activity 'Fly UAS Based on Waypoint Data'); Operational Target Detection Procedure (calls Activity 'Loiter'),GAP: no Verify
MR - 23,Ground Control Deployability,Mission Derived Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,Ground Control Station [Allocate ->],GAP: no activity calls the function,Ground Control Station,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,Operational Communication Test Procedure (Allocate -> Class 'Ground Control Station'); Operational Semi Autonomous Flight Test Procedure (swimlane represents Class 'Ground Control Station'); Operational Semi Autonomous Flight Test Procedure (Allocate -> Class 'Ground Control Station'); Operational Target Damage Assessment Test (Allocate -> Class 'Ground Control Station'); Operational Target Desctruction Test Procedure (Allocate -> Class 'Ground Control Station'),GAP: no Verify
MR - 22,Ground Control latency,Mission Derived Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,Maintain GCS Communications,GAP: no DeriveReqt,GAP: no Trace,Ground Control Station [Allocate ->]; Maintain GCS Communications [Refine ->],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle [Allocate ->]; Ground Control Station,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,Berserker System Level Operational Flight Test (calls Activity 'Maintain GCS Communications'); Operational Communication Test Procedure (Dependency -> Activity 'Maintain GCS Communications'); Operational Communication Test Procedure (Allocate -> Class 'Ground Control Station'); Operational Semi Autonomous Flight Test Procedure (swimlane represents Class 'Ground Control Station'); Operational Semi Autonomous Flight Test Procedure (Allocate -> Class 'Ground Control Station'); Operational Target Damage Assessment Test (Allocate -> Class 'Ground Control Station'); Operational Target Desctruction Test Procedure (Allocate -> Class 'Ground Control Station'),GAP: no Verify
MR - 20,Lateral Acceleration,Mission Derived Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,Loiter; Fly UAS Based on Waypoint Data,GAP: no DeriveReqt,GAP: no Trace,MQ-99 Berserker Air Vehicle [Allocate ->]; Loiter [Refine ->]; Fly UAS Based on Waypoint Data [Refine ->],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle [Allocate ->]; MQ-99 Berserker Air Vehicle,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,Berserker System Level Operational Flight Test (calls Activity 'Fly UAS Based on Waypoint Data'); Operational Semi Autonomous Flight Test Procedure (Dependency -> Activity 'Fly UAS Based on Waypoint Data'); Operational Semi Autonomous Flight Test Procedure (calls Activity 'Fly UAS Based on Waypoint Data'); Operational Target Detection Procedure (calls Activity 'Loiter'),GAP: no Verify
MR - 9,Max Altitude,Mission Derived Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,Fly UAS Based on Waypoint Data; Manage Fuel Provisions; Loiter,GAP: no DeriveReqt,GAP: no Trace,MQ-99 Berserker Air Vehicle [Allocate ->]; Fly UAS Based on Waypoint Data [Refine ->]; Manage Fuel Provisions [Refine ->]; Loiter [Refine ->],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle [Allocate ->]; MQ-99 Berserker Air Vehicle,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,Berserker System Level Operational Flight Test (calls Activity 'Fly UAS Based on Waypoint Data'); Operational Semi Autonomous Flight Test Procedure (Dependency -> Activity 'Fly UAS Based on Waypoint Data'); Operational Semi Autonomous Flight Test Procedure (calls Activity 'Fly UAS Based on Waypoint Data'); Operational Target Detection Procedure (calls Activity 'Loiter'),GAP: no Verify
MR - 7,Max Speed,Mission Derived Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,Fly UAS Based on Waypoint Data; Loiter,GAP: no DeriveReqt,GAP: no Trace,MQ-99 Berserker Air Vehicle [Allocate ->]; Fly UAS Based on Waypoint Data [Refine ->]; Loiter [Refine ->],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle [Allocate ->]; MQ-99 Berserker Air Vehicle,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,Berserker System Level Operational Flight Test (calls Activity 'Fly UAS Based on Waypoint Data'); Operational Semi Autonomous Flight Test Procedure (Dependency -> Activity 'Fly UAS Based on Waypoint Data'); Operational Semi Autonomous Flight Test Procedure (calls Activity 'Fly UAS Based on Waypoint Data'); Operational Target Detection Procedure (calls Activity 'Loiter'),GAP: no Verify
MR - 10,Recovery Rate,Mission Derived Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,Transmit Landing Location; Set Landing Location; Land UAS,GAP: no DeriveReqt,GAP: no Trace,MQ-99 Berserker Air Vehicle [Allocate ->]; Transmit Landing Location [Refine ->]; Set Landing Location [Refine ->]; Land UAS [Refine ->],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle [Allocate ->]; MQ-99 Berserker Air Vehicle,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,Berserker System Level Operational Flight Test (calls Activity 'Land UAS'); Berserker System Level Operational Flight Test (calls Activity 'Set Landing Location'); Operational Landing Test Procedure (Dependency -> Activity 'Land UAS'),GAP: no Verify
MR - 11,Survivability,Mission Derived Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,Process Red/Blue Force Laydown,GAP: no DeriveReqt,GAP: no Trace,MQ-99 Berserker Air Vehicle [Allocate ->]; Process Red/Blue Force Laydown [Refine ->],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle [Allocate ->]; MQ-99 Berserker Air Vehicle,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,Berserker System Level Operational Flight Test (calls Activity 'Process Red/Blue Force Laydown'); Operational Target Detection Procedure (Dependency -> Activity 'Process Red/Blue Force Laydown'); Operational Target Detection Procedure (calls Activity 'Process Red/Blue Force Laydown'),GAP: no Verify
MR - 19,Target Lethality,Mission Derived Requirements,MQ-99 Berserker Functional System Architecture,full,GAP: no Satisfy,Launch Weapon; Provide Live Video Feed; Perform Mass Data Transfer,GAP: no DeriveReqt,GAP: no Trace,MQ-99 Berserker Air Vehicle [Allocate ->]; Launch Weapon [Refine ->]; Provide Live Video Feed [Refine ->]; Perform Mass Data Transfer [Refine ->],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle [Allocate ->]; Munitions [swimlane represents]; MQ-99 Berserker Air Vehicle,Allocated Weapons [Realization <-],GBU-39/B Small Diameter Bomb [Realization <-],Berserker System Level Operational Flight Test (calls Activity 'Launch Weapon'); Berserker System Level Operational Flight Test (calls Activity 'Perform Mass Data Transfer'); Operational Target Damage Assessment Test (Trace -> Activity 'Provide Live Video Feed'); Operational Target Damage Assessment Test (calls Activity 'Provide Live Video Feed'); Operational Target Desctruction Test Procedure (Dependency -> Activity 'Perform Mass Data Transfer'); Operational Target Desctruction Test Procedure (calls Activity 'Perform Mass Data Transfer'); Operational Target Desctruction Test Procedure (Dependency -> Activity 'Launch Weapon'); Operational Target Desctruction Test Procedure (calls Activity 'Launch Weapon'),GAP: no Verify
MR - 15,Time to Deploy,Mission Derived Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,Launch UAV; Power Up Essential Systems; Power Up Second Tier Subsystems; Establish Communications; Establish Navigation,GAP: no DeriveReqt,GAP: no Trace,MQ-99 Berserker Air Vehicle [Allocate ->]; Launch UAV [Refine ->]; Power Up Essential Systems [Refine ->]; Power Up Second Tier Subsystems [Refine ->]; Establish Communications [Refine ->]; Establish Navigation [Refine ->],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle [Allocate ->]; MQ-99 Berserker Air Vehicle,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,Berserker System Level Operational Flight Test (calls Activity 'Establish Navigation'); Berserker System Level Operational Flight Test (calls Activity 'Establish Communications'); Berserker System Level Operational Flight Test (calls Activity 'Power Up Essential Systems'); Berserker System Level Operational Flight Test (calls Activity 'Launch UAV'); Establish Navigation Operational Test Procedure (Dependency -> Activity 'Establish Navigation'); Launch UAS Op Test Procedure (Dependency -> Activity 'Launch UAV'); Power Up Essential Systems Operational Test Procedure (Dependency -> Activity 'Power Up Essential Systems'); Power Up Essential Systems Operational Test Procedure (Dependency -> Activity 'Establish Communications'),GAP: no Verify
MR - 16,Time to Launch,Mission Derived Requirements,MQ-99 Berserker Functional System Architecture,full,GAP: no Satisfy,Launch UAV; Power Up Essential Systems; Power Up Second Tier Subsystems; Establish Communications; Establish Navigation,GAP: no DeriveReqt,GAP: no Trace,EO/IR Sensor [Allocate ->]; Launch UAV [Refine ->]; Power Up Essential Systems [Refine ->]; Power Up Second Tier Subsystems [Refine ->]; Establish Communications [Refine ->]; Establish Navigation [Refine ->],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle [Allocate ->]; EO/IR Sensor,Allocated EO/IR Sensor [Realization <-],Skylock EO/IR Camera System [Realization <-]; SmartEO/IR Pod SX-550 [Realization <-],Berserker System Level Operational Flight Test (calls Activity 'Establish Navigation'); Berserker System Level Operational Flight Test (calls Activity 'Establish Communications'); Berserker System Level Operational Flight Test (calls Activity 'Power Up Essential Systems'); Berserker System Level Operational Flight Test (calls Activity 'Launch UAV'); Establish Navigation Operational Test Procedure (Dependency -> Activity 'Establish Navigation'); Launch UAS Op Test Procedure (Dependency -> Activity 'Launch UAV'); Power Up Essential Systems Operational Test Procedure (Dependency -> Activity 'Power Up Essential Systems'); Power Up Essential Systems Operational Test Procedure (Dependency -> Activity 'Establish Communications'),GAP: no Verify
MR - 12,Video Latency,Mission Derived Requirements,MQ-99 Berserker Functional System Architecture,full,GAP: no Satisfy,Provide Live Video Feed,GAP: no DeriveReqt,GAP: no Trace,EO/IR Sensor [Allocate ->]; Provide Live Video Feed [Refine ->],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle [Allocate ->]; EO/IR Sensor,Allocated EO/IR Sensor [Realization <-],Skylock EO/IR Camera System [Realization <-]; SmartEO/IR Pod SX-550 [Realization <-],Berserker System Level Operational Flight Test (calls Activity 'Provide Live Video Feed'); Operational Target Damage Assessment Test (Trace -> Activity 'Provide Live Video Feed'); Operational Target Damage Assessment Test (calls Activity 'Provide Live Video Feed'); Operational Target Damage Assessment Test (Dependency -> Activity 'Provide Live Video Feed'),GAP: no Verify
MR,Mission Requirement Spec,Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
MR - 1,Air Defenses Destroyed,Requirements,MQ-99 Berserker Functional System Architecture,partial,MQ-99 Berserker Air Vehicle,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,MQ-99 Berserker Air Vehicle [Satisfy <-],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
MR - 2,Aircraft Lost,Requirements,MQ-99 Berserker Functional System Architecture,partial,MQ-99 Berserker Air Vehicle,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,MQ-99 Berserker Air Vehicle [Satisfy <-],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
MR - 4,Aircraft Survivability,Requirements,MQ-99 Berserker Functional System Architecture,partial,MQ-99 Berserker Air Vehicle,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,MQ-99 Berserker Air Vehicle [Satisfy <-],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
MR - 6,Attrition,Requirements,MQ-99 Berserker Functional System Architecture,partial,MQ-99 Berserker Air Vehicle,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,MQ-99 Berserker Air Vehicle [Satisfy <-],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
MR - 5,IRQ Presenece in KWT,Requirements,MQ-99 Berserker Functional System Architecture,partial,MQ-99 Berserker Air Vehicle,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,MQ-99 Berserker Air Vehicle [Satisfy <-],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
MR - 3,Weapons on Target,Requirements,MQ-99 Berserker Functional System Architecture,partial,Munitions,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,Munitions [Satisfy <-],GAP: no activity calls the function,Munitions,Allocated Weapons [Realization <-],GBU-39/B Small Diameter Bomb [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
4,System Requirement,Metamodel Elements,Mission Meta Model,none,GAP: no Satisfy,Actual MOP,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1,,System Design,OUSD Cyber Schema,none,GAP: no Satisfy,MeasuresOfEffectiveness,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
